timestamp,close,high,low,open,volume,basis,PCR,EMA_5,EMA_15,SMA_20,SMA_50,market_return,regime,position,strategy_return,z_score
2025-10-27 04:35:00,25964.19921875,25967.44921875,25926.599609375,25930.25,0,129.82099609374563,,25942.546020818045,25929.075220493527,,,0.001320866451031577,0,0,0.0,2.3237932356871402
2025-10-27 07:45:00,25940.0,25971.0,25937.30078125,25970.650390625,0,129.70000000000073,,25960.29108945208,25969.59224053752,25975.4423828125,,-0.0011782403885644,0,0,-0.0,-2.06789545095605
2025-10-27 08:45:00,25983.150390625,25984.099609375,25938.05078125,25939.30078125,0,129.9157519531218,,25960.81998180209,25957.17419605783,25956.66748046875,25966.6189453125,0.0017213944763574407,-1,0,-0.0017213944763574,3.0276424547911556
2025-10-27 09:15:00,25929.849609375,25971.400390625,25929.349609375,25967.19921875,0,129.6492480468769,,25956.735227419005,25960.581002761188,25955.35009765625,25966.6859375,-0.0014326298426566852,-1,-1,-0.0,-2.5149348771372213
2025-10-28 04:00:00,26028.80078125,26032.69921875,25978.099609375,25987.44921875,0,130.14400390624724,,25993.31561950952,25975.353527258794,25968.82509765625,25967.21,0.0015372427974107428,1,1,0.0,2.704032102387291
2025-10-28 04:20:00,25971.44921875,26013.30078125,25959.849609375,26010.099609375,0,129.85724609374665,,25996.57261658521,25986.932588351898,25976.25498046875,25970.0080078125,-0.0014629570445414686,1,1,-0.0014629570445414,-2.5682289689722384
2025-10-28 04:30:00,25928.650390625,25970.05078125,25927.44921875,25969.5,0,129.64325195312267,,25968.093688968427,25977.828102597152,25973.79755859375,25968.17203125,-0.0016037700516380315,1,0,-0.001603770051638,-2.815680130483268
2025-10-28 05:20:00,25858.25,25889.900390625,25857.75,25889.5,0,129.2912499999984,,25879.67726115182,25909.986345375022,25939.25751953125,25950.518046875,-0.0012147386682354044,-1,-1,0.0012147386682354,-2.1320339981255674
2025-10-28 06:25:00,25848.650390625,25880.19921875,25848.650390625,25877.150390625,0,129.24325195312122,,25868.576761882432,25876.556082918865,25872.93525390625,25928.638125,-0.0010975126518505407,-1,-1,0.0010975126518505,-1.9260323331383733
2025-10-28 07:10:00,25929.0,25931.69921875,25898.55078125,25899.30078125,0,129.64500000000044,,25893.48245061836,25876.90660933229,25868.73515625,25911.2490625,0.0011313174335549903,-1,0,0.0,1.9906981224942857
2025-10-28 08:10:00,25879.599609375,25930.650390625,25879.599609375,25930.150390625,0,129.3979980468721,,25916.261250540683,25915.612568454868,25905.22490234375,25900.9190625,-0.00197641036726659,1,1,-0.0,-3.4705221854142443
2025-10-28 09:30:00,25920.150390625,25921.150390625,25852.69921875,25852.69921875,0,129.6007519531231,,25865.305139677774,25860.92950996668,25868.81748046875,25878.03203125,0.0026904900582953584,-1,0,-0.0026904900582953,4.730637315211249
2025-10-29 04:05:00,25965.19921875,25996.900390625,25963.349609375,25996.900390625,0,129.82599609374665,,25979.123217220524,25944.835898992435,25906.557421875,25898.5289453125,-0.0011982601824129802,1,1,-0.0011982601824129,-2.1030763006743247
2025-10-29 08:50:00,26050.349609375,26081.900390625,26047.30078125,26081.75,0,130.2517480468705,,26059.24422856309,26063.948599405456,26070.3423828125,26052.8919140625,-0.001186718873210868,1,0,-0.0,-2.082794719971612
2025-10-29 09:15:00,26022.099609375,26057.5,26021.599609375,26056.94921875,0,130.11049804687718,,26045.79414577528,26056.387177194723,26064.8849609375,26055.03890625,-0.0012914765694712615,1,0,-0.0,-2.2668857649066703
2025-10-30 03:45:00,25985.150390625,26028.30078125,25965.5,26006.400390625,0,129.92575195312384,,26033.72862423614,26045.322162330544,26048.3626953125,26056.8689453125,-0.0031897127213142973,-1,-1,-0.0,-5.602662411404062
2025-10-30 04:00:00,25933.44921875,25978.849609375,25933.150390625,25978.849609375,0,129.66724609374796,,25980.691438431084,26018.172904433595,26035.742578125,26052.401953125,-0.001741811613390598,-1,-1,0.0017418116133905,-3.058261021956204
2025-10-30 04:20:00,25901.650390625,25942.349609375,25900.25,25930.75,0,129.50825195312063,,25930.33871681201,25978.203951118023,26008.20517578125,26043.13203125,-0.0010933131266872564,-1,-1,0.0010933131266872,-1.9186524937266856
2025-10-30 04:35:00,25946.25,25948.5,25914.150390625,25914.150390625,0,129.73125000000073,,25928.51688252763,25960.328445738003,25988.00263671875,26035.306015625,0.001221334348285641,-1,-1,-0.0012213343482856,2.1488851434593577
2025-10-30 04:45:00,25929.650390625,25967.400390625,25928.400390625,25959.5,0,129.6482519531237,,25935.76857105395,25956.397523397063,25979.4201171875,26030.9169921875,-0.001147899089610771,-1,-1,0.0011478990896107,-2.0145765862954845
2025-10-31 03:45:00,25862.25,25875.900390625,25822.19921875,25863.80078125,0,129.31124999999884,,25875.76295844675,25878.88636097011,25880.4849609375,25899.22296875,-0.0011181103859042585,-1,-1,-0.0,-1.9622287990841116
2025-10-31 03:50:00,25894.30078125,25895.05078125,25840.5,25862.849609375,0,129.47150390624665,,25881.9422327145,25880.813163505096,25880.75,25898.0159765625,0.0012392881999825356,-1,0,-0.0012392881999825,2.180435506224828
2025-10-31 04:00:00,25947.55078125,25948.400390625,25913.80078125,25914.900390625,0,129.73775390624724,,25911.035523567552,25892.834309265618,25886.19501953125,25897.6819921875,0.0012773399974888022,-1,0,0.0,2.247304055406873
2025-10-31 04:30:00,25890.55078125,25929.55078125,25887.75,25924.55078125,0,129.45275390624738,,25913.2415178012,25907.47340226325,25896.24755859375,25898.1709765625,-0.001365367076874402,-1,0,-0.0,-2.396733797120114
2025-10-31 09:30:00,25723.400390625,25754.80078125,25722.05078125,25754.80078125,0,128.6170019531237,,25747.253275216422,25763.19754652585,25767.0775390625,25785.5360546875,-0.0011610313908486658,-1,-1,0.0011610313908486,-2.0376540225468203
2025-11-03 03:45:00,25687.849609375,25737.44921875,25659.19921875,25694.099609375,0,128.4392480468705,,25714.583628907032,25736.50843455213,25751.127734375,25777.095078125,-0.0017119132509174628,-1,-1,0.0017119132509174,-3.0057205310327935
2025-11-03 04:05:00,25709.69921875,25709.69921875,25662.150390625,25667.69921875,0,128.5484960937465,,25693.13462307114,25714.86070952232,25732.3150390625,25768.2240625,0.0016655660801623284,-1,-1,-0.0016655660801623,2.9295350301389362
2025-11-03 04:15:00,25751.44921875,25753.099609375,25721.900390625,25722.5,0,128.7572460937481,,25719.265127614945,25720.35185182177,25729.8724609375,25765.463046875,0.0010962541183558994,-1,-1,-0.0010962541183558,1.9290812431211148
2025-11-03 04:30:00,25724.19921875,25761.30078125,25719.30078125,25759.44921875,0,128.62099609374854,,25733.544991515537,25727.38327716649,25724.41748046875,25760.6930078125,-0.0013859204163690908,-1,0,-0.0,-2.43285224836094
2025-11-03 05:05:00,25758.849609375,25762.19921875,25729.0,25730.0,0,128.79424804687733,,25736.8824405971,25728.77084001013,25718.80751953125,25751.01203125,0.0010998143166691676,-1,0,0.0,1.9353375913519548
2025-11-03 09:15:00,25746.25,25777.150390625,25744.650390625,25777.150390625,0,128.73125000000073,,25767.34966016229,25766.16944011962,25763.325,25747.868046875,-0.001189064245914806,1,1,-0.0011890642459148,-2.0869162511549333
2025-11-04 08:40:00,25616.5,25646.650390625,25607.5,25646.650390625,0,128.08250000000044,,25640.947309371502,25656.26172831768,25662.8798828125,25675.7068359375,-0.0011249450607783151,-1,-1,0.0011249450607783,-1.9742393957683781
2025-11-06 03:45:00,25666.69921875,25670.25,25596.849609375,25604.05078125,0,128.33349609374272,,25617.71607117444,25614.34031543324,25614.6072265625,25647.766796875,0.0031795387054314173,-1,0,-0.0031795387054314,5.59004411479922
2025-11-06 03:55:00,25626.599609375,25659.849609375,25619.900390625,25659.849609375,0,128.1329980468763,,25630.029408369195,25620.844965624663,25613.8697265625,25646.723828125,-0.0012938982713872615,-1,0,-0.0,-2.2711414296659402
2025-11-06 04:35:00,25572.19921875,25617.19921875,25571.400390625,25613.80078125,0,127.86099609374652,,25604.102199137706,25614.13437046892,25611.5498046875,25637.8628125,-0.0016455772357215626,-1,-1,0.0016455772357215,-2.8891480328758425
2025-11-06 04:40:00,25542.75,25571.30078125,25542.44921875,25571.19921875,0,127.71374999999898,,25583.651466091804,25605.2113241603,25608.8873046875,25634.9908203125,-0.0011516107198322745,-1,-1,0.0011516107198322,-2.0210990463178082
2025-11-06 07:15:00,25598.0,25599.25,25556.75,25561.099609375,0,127.9900000000016,,25571.15269886028,25560.01046092614,25552.22255859375,25572.6009765625,0.0014749129547666495,-1,0,0.0,2.5944996644605602
2025-11-06 07:35:00,25572.349609375,25606.349609375,25571.55078125,25603.099609375,0,127.86174804687109,,25584.60580413444,25572.70961463072,25561.4650390625,25571.89296875,-0.0012049122889458141,-1,0,-0.0,-2.1147660694107886
2025-11-06 09:30:00,25515.099609375,25555.099609375,25514.0,25555.099609375,0,127.57549804687731,,25536.00211026864,25544.024735639912,25547.525,25556.233984375,-0.0015828722386480587,-1,-1,0.001582872238648,-2.7789563348337447
2025-11-07 03:45:00,25378.44921875,25438.5,25356.5,25433.80078125,0,126.89224609374652,,25470.19975766591,25509.480875224843,25525.569921875,25548.19796875,-0.005544681879540603,-1,-1,0.0055446818795406,-9.741057475477476
2025-11-07 03:50:00,25329.05078125,25378.150390625,25325.44921875,25378.150390625,0,126.6452539062484,,25423.1500988606,25486.92711347799,25515.02744140625,25543.918984375,-0.0019464718696642347,-1,-1,0.0019464718696642,-3.417911164895964
2025-11-07 04:00:00,25320.0,25362.349609375,25319.400390625,25348.849609375,0,126.59999999999854,,25372.277648104715,25450.969892057365,25494.96240234375,25536.06796875,-0.001142028353924296,-1,-1,0.0011420283539242,-2.0042599231228397
2025-11-07 04:15:00,25389.80078125,25391.150390625,25347.400390625,25354.25,0,126.94900390624753,,25369.501102910657,25422.20757508677,25467.13740234375,25525.05,0.0013705356104314337,-1,-1,-0.0013705356104314,2.4110770132173123
2025-11-07 04:20:00,25352.5,25390.94921875,25352.5,25389.599609375,0,126.76250000000071,,25363.834068607102,25413.494128200924,25457.682421875,25520.8730078125,-0.001469124613122097,-1,-1,0.001469124613122,-2.5790672575681834
2025-11-07 05:40:00,25409.94921875,25413.80078125,25369.650390625,25370.19921875,0,127.04974609374769,,25380.99462456263,25374.80002466842,25360.6798828125,25453.7819140625,0.0015667988909846553,-1,0,-0.0015667988909846,2.755971123045929
2025-11-07 07:55:00,25531.19921875,25539.94921875,25488.44921875,25488.44921875,0,127.6559960937484,,25501.887565348075,25481.621106096656,25471.74482421875,25414.4289453125,0.0016772303262981847,1,1,0.0016772303262981,2.9500326483205352
2025-11-07 08:25:00,25492.849609375,25525.849609375,25491.349609375,25525.849609375,0,127.46424804687194,,25515.98908699129,25505.03530514774,25495.7625,25436.0449609375,-0.001292807115336081,1,1,-0.001292807115336,-2.2692239375405907
2025-11-07 08:50:00,25516.30078125,25518.30078125,25482.19921875,25482.19921875,0,127.58150390624724,,25495.101797206666,25495.713248985558,25500.33251953125,25450.063984375,0.0013401691027443707,1,0,0.0,2.357713849166392
2025-11-10 03:45:00,25554.599609375,25590.349609375,25515.80078125,25515.80078125,0,127.77299804687208,,25518.38606336465,25505.72369756376,25499.69501953125,25486.59703125,0.0017168739037463077,1,1,0.0017168739037463,3.0196984376411438
2025-11-10 03:50:00,25526.55078125,25565.69921875,25521.5,25551.650390625,0,127.63275390624769,,25521.107635993103,25508.32708302454,25501.380078125,25488.323046875,-0.0010976038972925206,1,1,-0.0010976038972925,-1.926192679054323
2025-11-10 08:10:00,25607.55078125,25637.55078125,25607.55078125,25635.599609375,0,128.0377539062465,,25626.71823941883,25632.591832775972,25635.0625,25619.3009765625,-0.0011174994099377722,1,0,-0.0011174994099377,-1.9611551290043392
2025-11-11 03:45:00,25546.0,25634.400390625,25545.650390625,25616.150390625,0,127.72999999999956,,25565.937915129693,25587.507998671703,25601.32744140625,25620.225,-0.0011046267241463514,-1,-1,0.0011046267241463,-1.938533915832823
2025-11-11 04:15:00,25501.599609375,25532.80078125,25501.599609375,25529.44921875,0,127.50799804687632,,25518.857919139467,25548.77364197591,25571.04990234375,25606.0689453125,-0.001098753050699841,-1,-1,0.0010987530506998,-1.9282120901247846
2025-11-11 04:40:00,25501.94921875,25536.80078125,25501.94921875,25536.19921875,0,127.5097460937468,,25515.659353677835,25532.290919694475,25544.4849609375,25595.066953125,-0.0013843108479951738,-1,-1,0.0013843108479951,-2.4300237485520833
2025-11-11 08:15:00,25666.44921875,25667.75,25625.80078125,25626.44921875,0,128.33224609374884,,25637.05475695479,25604.43164031393,25590.207421875,25533.081953125,0.0015608873339632012,1,1,0.0015608873339632,2.7455827244067725
2025-11-11 08:25:00,25635.05078125,25671.400390625,25622.25,25670.5,0,128.17525390624724,,25643.863312118792,25615.507049322387,25601.00234375,25538.571953125,-0.00138868198315234,1,1,-0.0013886819831523,-2.4377051587716716
2025-11-11 08:45:00,25679.5,25681.400390625,25645.150390625,25646.400390625,0,128.3974999999955,,25658.96403001729,25633.63804570036,25617.684765625,25549.801875,0.0012594272370445303,1,1,0.0012594272370445,2.2158259024350793
2025-11-11 09:05:00,25655.650390625,25697.400390625,25654.55078125,25696.05078125,0,128.27825195312107,,25673.575143082115,25653.11670457649,25639.35234375,25564.5658984375,-0.0015974358331224403,1,1,-0.0015974358331224,-2.80454898740731
2025-11-12 03:45:00,25807.19921875,25832.5,25805.400390625,25822.599609375,0,129.03599609374578,,25734.8342524944,25697.398417318625,25683.57744140625,25614.3229296875,0.003954338048035355,1,1,0.0039543380480353,6.951601553408926
2025-11-12 03:50:00,25839.55078125,25848.80078125,25805.94921875,25808.599609375,0,129.19775390624636,,25769.7397620796,25715.167462810048,25693.80244140625,25621.6629296875,0.0012535867308101079,1,1,0.0012535867308101,2.205562361578167
2025-11-12 03:55:00,25794.0,25839.94921875,25791.900390625,25839.400390625,0,128.97000000000116,,25777.826508053065,25725.02152995879,25701.3724609375,25628.0309375,-0.0017628317781380742,1,1,-0.001762831778138,-3.095199826752477
2025-11-12 04:10:00,25844.75,25851.099609375,25784.599609375,25786.349609375,0,129.22375000000102,,25803.465377386092,25752.68920518968,25722.905078125,25646.7049609375,0.0022783681067246597,1,1,0.0022783681067246,4.006414051301911
2025-11-13 03:45:00,25843.94921875,25902.44921875,25834.599609375,25902.44921875,0,129.2197460937423,,25864.340389256773,25879.916885032104,25886.2302734375,25898.666015625,-0.0011614277363376502,-1,-1,0.0011614277363376,-2.038350521781025
2025-11-13 03:55:00,25875.55078125,25887.75,25846.400390625,25847.349609375,0,129.37775390624665,,25864.10137091968,25875.710596059733,25880.95029296875,25897.4040234375,0.0011259404436447795,-1,-1,-0.0011259404436447,1.9812491204017282
2025-11-13 08:25:00,25929.150390625,25979.30078125,25928.44921875,25975.849609375,0,129.64575195312136,,25965.62492686084,25972.72335401685,25971.82236328125,25954.36078125,-0.0018112283374790428,1,0,-0.001811228337479,-3.18024726000449
2025-11-14 03:45:00,25810.69921875,25826.44921875,25767.30078125,25776.849609375,0,129.05349609374753,,25857.84862617505,25886.874703788035,25895.81015625,25942.6319140625,-0.0028357328140714566,-1,-1,0.0028357328140714,-4.980612353636739
2025-11-14 03:55:00,25823.19921875,25823.19921875,25784.599609375,25788.55078125,0,129.11599609374753,,25830.932288716693,25868.177324482243,25884.5650390625,25936.267890625,0.001337795276425524,-1,-1,-0.0013377952764255,2.3535423163518043
2025-11-14 04:00:00,25877.099609375,25877.25,25819.0,25824.0,0,129.38549804687136,,25846.321395602798,25869.29261009384,25883.7125,25934.3758984375,0.002087285551584994,-1,-1,-0.0020872855515849,3.6706240473189635
2025-11-14 04:05:00,25840.400390625,25878.94921875,25835.94921875,25877.19921875,0,129.20200195312282,,25844.34772727686,25865.681082660238,25881.01005859375,25931.919921875,-0.0014182122148149734,-1,-1,0.0014182122148149,-2.489598732208374
2025-11-14 04:20:00,25792.349609375,25854.69921875,25791.849609375,25854.69921875,0,128.9617480468769,,25831.071129262597,25854.40606312736,25868.68994140625,25923.479921875,-0.0024115387631268304,-1,-1,0.0024115387631268,-4.235174749706196
2025-11-14 04:30:00,25774.650390625,25814.849609375,25765.0,25811.349609375,0,128.8732519531186,,25807.73712515838,25839.65616796079,25856.59736328125,25916.0979296875,-0.0013966622066097223,-1,-1,0.0013966622066097,-2.451728831757311
2025-11-14 05:20:00,25837.400390625,25837.80078125,25786.0,25786.0,0,129.1870019531234,,25798.65334493371,25802.98451139588,25805.11474609375,25880.449921875,0.0020089034978720832,-1,-1,-0.002008903497872,3.532883005970567
2025-11-14 05:45:00,25821.94921875,25863.099609375,25814.94921875,25854.75,0,129.10974609374898,,25834.11318804168,25822.13462798068,25808.97236328125,25866.766953125,-0.0012879698030380249,-1,0,-0.0,-2.260723312694729
2025-11-14 06:40:00,25826.400390625,25834.94921875,25795.55078125,25795.55078125,0,129.1320019531231,,25807.086013104406,25807.87031568617,25811.06484375,25834.48390625,0.001135816882272822,-1,-1,-0.0011358168822728,1.9986050185569717
2025-11-14 08:05:00,25767.150390625,25806.19921875,25765.150390625,25805.0,0,128.8357519531237,,25793.89187547965,25801.609681458736,25806.54248046875,25808.98890625,-0.0015074135502075592,-1,-1,-0.0,-2.6463525329143955
2025-11-14 09:30:00,25886.25,25892.30078125,25767.599609375,25767.599609375,0,129.43125000000146,,25812.1851330647,25792.085108747968,25781.62265625,25800.213984375,0.004655275111795865,-1,0,-0.0046552751117958,8.183360565946215
2025-11-14 09:35:00,25936.349609375,25936.44921875,25887.55078125,25887.55078125,0,129.68174804687078,,25853.573291834804,25810.118171326347,25787.52509765625,25801.97796875,0.0019353753199091717,-1,0,0.0,3.403671696476728
2025-11-17 03:45:00,25951.05078125,25952.05078125,25906.599609375,25940.599609375,0,129.75525390624898,,25923.099109547173,25868.87461781541,25827.72509765625,25811.183984375,0.0013215365696208625,1,1,0.0013215365696208,2.3249708372929003
2025-11-18 03:45:00,25947.349609375,26023.599609375,25930.5,26023.599609375,0,129.73674804687107,,25990.599382644625,25997.37571503864,26000.005078125,25983.068046875,-0.0025736294985585495,1,0,-0.0025736294985585,-4.520017333355096
2025-11-19 03:45:00,25858.25,25929.849609375,25857.5,25929.849609375,0,129.2912499999984,,25887.943197332923,25919.07195684737,25941.72744140625,25951.91390625,-0.001407593826137532,-1,-1,0.0014075938261375,-2.4709390027857463
2025-11-19 03:50:00,25900.650390625,25906.80078125,25856.69921875,25858.599609375,0,129.50325195312325,,25892.17892843028,25916.76926106957,25938.232421875,25951.429921875,0.001639723903396506,-1,-1,-0.0016397239033965,2.8841224877287672
2025-11-20 03:45:00,26099.69921875,26128.69921875,26084.150390625,26128.69921875,0,130.49849609374724,,26068.14857332172,26053.953360989075,26047.29755859375,26018.8490234375,0.0018040357202671053,1,1,0.0018040357202671,3.1728681851112204
2025-11-20 08:55:00,26200.55078125,26236.5,26198.80078125,26236.5,0,131.00275390624665,,26220.086253688747,26211.02030896908,26203.49501953125,26165.7620703125,-0.0013664073135508659,1,1,-0.0013664073135508,-2.3985618084604363
2025-11-21 03:45:00,26138.75,26141.849609375,26096.5,26121.19921875,0,130.69374999999854,,26177.22401065299,26192.581975845344,26204.7076171875,26183.1100390625,-0.0022387866639618226,1,0,-0.0,-3.931596916427375
2025-11-24 03:45:00,26097.25,26134.19921875,26082.650390625,26128.30078125,0,130.48625000000175,,26077.121718294948,26091.67010163684,26109.772265625,26119.083984375,0.0012776567729821942,-1,-1,-0.0012776567729821,2.247860726025549
2025-11-24 09:30:00,25977.19921875,26057.75,25977.19921875,26039.80078125,0,129.88599609374796,,26012.61406002705,26032.820425645084,26046.1849609375,26071.7790234375,-0.002375338602762622,-1,-1,0.0023753386027626,-4.171560088577156
2025-11-25 05:25:00,25939.099609375,25976.05078125,25938.44921875,25975.44921875,0,129.6954980468763,,25972.46123688572,25986.298779123867,25985.7375,26013.826015625,-0.0013917244540475604,-1,-1,0.0013917244540475,-2.4430517029042704
2025-11-25 09:20:00,25921.69921875,25963.599609375,25920.349609375,25959.25,0,129.60849609374782,,25950.66264308992,25974.14322449549,25990.009765625,25977.4538671875,-0.0014407429836854613,1,0,-0.0,-2.5291921266091877
2025-11-26 03:45:00,25969.05078125,25969.05078125,25842.94921875,25842.94921875,0,129.8452539062455,,25908.241650459116,25922.72548540448,25945.975,25967.929921875,0.0042052875146312285,-1,-1,-0.0042052875146312,7.392595878223952
2025-11-26 04:00:00,26011.0,26014.55078125,25979.599609375,25979.900390625,0,130.0550000000003,,25967.338382543443,25944.409797076387,25941.87255859375,25969.224921875,0.0012201721292237622,-1,0,0.0,2.146842772071074
2025-11-26 05:15:00,26123.44921875,26130.5,26091.650390625,26091.650390625,0,130.6172460937487,,26097.2584528165,26065.73020527125,26044.8849609375,25999.159921875,0.00119767596966458,1,1,0.0011976759696645,2.1073101967270955
2025-11-27 03:45:00,26253.599609375,26261.25,26210.849609375,26261.25,0,131.26799804687107,,26220.93513113106,26203.395018839517,26196.794921875,26173.768984375,0.0019425628711020604,1,1,0.001942562871102,3.41630240387921
2025-11-27 06:15:00,26238.75,26270.349609375,26233.69921875,26269.599609375,0,131.19374999999854,,26261.674964959588,26273.693972224748,26281.7201171875,26245.391015625,-0.0011629841808277197,1,0,-0.0,-2.0410856668136925
2025-11-27 07:40:00,26178.30078125,26222.599609375,26175.80078125,26218.69921875,0,130.89150390624854,,26212.988351152,26231.030239702686,26236.1076171875,26259.0160546875,-0.0015237179731675266,-1,-1,0.0015237179731675,-2.675004349123706
2025-11-27 07:50:00,26154.69921875,26194.44921875,26151.400390625,26183.94921875,0,130.7734960937487,,26187.105499817557,26216.339375416897,26226.39501953125,26257.528046875,-0.0011170965752963502,-1,-1,0.0011170965752963,-1.9604472263611665
2025-11-28 04:05:00,26209.55078125,26254.44921875,26201.650390625,26252.44921875,0,131.04775390624854,,26225.730950818823,26217.59525538156,26211.81005859375,26209.1340234375,-0.001630285622499672,1,1,-0.0016302856224996,-2.8622760305576236
2025-12-01 03:45:00,26285.30078125,26319.900390625,26272.25,26319.900390625,0,131.4265039062484,,26230.160707693216,26215.70735046255,26209.71767578125,26221.92796875,0.0030815258263376943,-1,0,-0.0030815258263376,5.417805759303055
2025-12-01 06:10:00,26211.75,26261.650390625,26208.150390625,26258.849609375,0,131.05875000000017,,26238.224654396105,26245.995950910557,26253.93759765625,26241.471171875,-0.0017461462607811784,1,0,-0.0017461462607811,-3.0658783121033015
2025-12-01 08:30:00,26221.150390625,26221.400390625,26182.25,26182.25,0,131.1057519531205,,26197.922674742636,26189.15794590464,26180.67470703125,26214.854921875,0.001457067204865714,-1,0,0.0,2.563139269337448
2025-12-01 09:20:00,26140.44921875,26175.44921875,26139.349609375,26175.19921875,0,130.70224609374782,,26169.277565867415,26184.68992974817,26189.384765625,26198.1138671875,-0.001289437729037446,-1,-1,0.0012894377290374,-2.26330290389201
2025-12-01 09:30:00,26180.55078125,26180.55078125,26137.400390625,26147.19921875,0,130.9027539062481,,26166.962338302183,26179.497770920472,26186.97978515625,26194.9828515625,0.0014766137818182923,-1,-1,-0.0014766137818182,2.5974885334445865
2025-12-02 03:45:00,26141.5,26150.650390625,26096.05078125,26096.05078125,0,130.70750000000044,,26165.103314422275,26174.41896002385,26183.68740234375,26187.3128125,-0.0013160637829066069,-1,-1,0.0013160637829066,-2.3100929561196493
2025-12-02 04:10:00,26079.30078125,26114.849609375,26078.900390625,26109.150390625,0,130.39650390624956,,26111.72399613791,26143.725854998454,26160.73486328125,26175.521796875,-0.0011317552694619648,-1,-1,0.0011317552694619,-1.9862069979355983
2025-12-03 03:55:00,25962.0,26011.900390625,25954.75,26007.75,0,129.8100000000013,,26006.96245663937,26023.20536781224,26027.8048828125,26042.2559765625,-0.001799420959221587,-1,-1,0.0017994209592215,-3.1594981152738195
2025-12-03 04:00:00,25933.349609375,25976.5,25932.94921875,25963.05078125,0,129.66674804687136,,25982.424840884585,26011.973398007583,26021.52490234375,26039.4859765625,-0.0011035509831677226,-1,-1,0.0011035509831677,-1.936643512665279
2025-12-03 04:30:00,25911.69921875,25952.75,25910.75,25951.55078125,0,129.55849609374854,,25936.63686124535,25969.49492375346,25991.58486328125,26024.8289453125,-0.001512468760550778,-1,-1,0.0015124687605507,-2.655236070713246
2025-12-03 08:55:00,25921.44921875,25955.75,25918.5,25953.0,0,129.60724609374665,,25935.609084904583,25934.46872366281,25934.17998046875,25930.83703125,-0.0012425974319953959,1,1,-0.0012425974319953,-2.180990295507555
2025-12-04 03:45:00,25950.0,25985.5,25940.099609375,25981.849609375,0,129.75,,25971.021865566687,25964.447205576504,25954.93994140625,25943.6430078125,-0.0011989611759547492,1,1,-0.0011989611759547,-2.1043081589358525
